Marke,Modell,url,country,date,Zustand,Garantie,Angebotsnummer,Außenfarbe,Lackierung,Farbe laut Hersteller,Innenausstattung,Karosserieform,Anzahl Türen,Sitzplätze,Schlüsselnummer,Getriebeart,Gänge,Hubraum,Kraftstoff,Schadstoffklasse,haendler,privat,ort,price,ausstattung_liste,Erstzulassung,Zylinder,Leergewicht
Ferrari,California,/angebote/ferrari-california-t-ferrari-frankfurt-benzin-rot-9fba9acb-8d95-4f63-a38c-7f831cb8a554?,Deutschland,2020-10-21 15:05:30.405079,Gebraucht,12 Monate,GRUe,Schwarz,Metallic,Nero Daytona,"Vollleder, Schwarz",Cabrio,2.0,2.0,0,Automatik,7.0,3.855 cm³,Super 95,Euro 6,1,0,04178 Leipzig,124800.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung']",2014.0,8.0,0
Ferrari,F12,/angebote/ferrari-f12-berlinetta-benzin-silber-f140375c-a8e6-4b25-b874-4949a611a5aa?,Oesterreich,2020-10-23 07:42:43.318288,Gebraucht,0,0,Silber,Metallic,argento Nürburgring,"Vollleder, Blau",Coupé,2.0,2.0,0,Halbautomatik,7.0,6.262 cm³,Benzin,Euro 5,True,False,2331 Vösendorf,239880.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bi-Xenon Scheinwerfer', 'Bluetooth', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Luftfederung', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Schaltwippen', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2013.0,12.0,1.630 kg
Ferrari,F430,/angebote/ferrari-f430-coupe-racingsitze-klima-benzin-rot-1f7db59f-3955-4114-968e-6afdc0b34950?,Deutschland,2020-10-21 14:07:06.345907,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Rot,Metallic,0,"Vollleder, Schwarz",Coupé,2.0,2.0,4019/311,Automatik,0.0,4.308 cm³,Benzin,Euro 4,1,0,78647 Trossingen,79770.0,"['', 'Alufelgen', 'Beheizbare Frontscheibe', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Servolenkung', 'Sicherheit', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung']",2005.0,0.0,0
Ferrari,FF,/angebote/ferrari-ff-einzelstueck-carbon-f1-novitec-lift-tausch-benzin-blau-bb56b7c7-d7e9-4589-8616-ee23d177d7fe?,Deutschland,2020-10-21 15:40:00.626383,Gebraucht,0,0,Blau,0,blue Pozzi,"Vollleder, Sonstige",Coupé,2.0,0.0,4019/AAJ,Automatik,0.0,6.262 cm³,Benzin,Euro 5,1,0,99765 Urbach,149980.0,"['', 'ABS', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2012.0,0.0,0
Fiat,124 Spider,/angebote/fiat-124-spider-1-4-multiair-turbo-lusso-benzin-weiss-835f17dc-b492-44a0-8330-3aa71bcb7ea1?,Deutschland,2020-10-22 23:09:43.811923,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,127161,Weiß,Metallic,0,"Vollleder, Schwarz",Cabrio,2.0,2.0,1727/AHV,Schaltgetriebe,6.0,1.368 cm³,Benzin,Euro 6,True,False,84326 Falkenberg,18690.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2017.0,4.0,0
Fiat,500,/angebote/fiat-500-lounge-automatik-pdc-uconnect-klima-benzin-fc5bc5fd-b094-49ec-9ceb-f169cf18b3da?,Deutschland,2020-10-21 15:17:47.733491,Tageszulassung,0,BS092250,Weiß,0,COLORE ESTERNO (BIANCO GARA),"Stoff, Schwarz",Kleinwagen,3.0,4.0,0,Schaltgetriebe,6.0,999 cm³,Benzin,Euro 6d,1,0,44866 Bochum,11990.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2020.0,0.0,0
Fiat,500C,/angebote/fiat-500c-firefly-hybrid-70-lounge-elektro-benzin-gruen-0e1809b5-9a12-430d-88aa-284dae2a6893?,Deutschland,2020-10-22 22:40:52.732227,Neu,0,0,Weiß,Metallic,Dipinto di blu,"Stoff, Schwarz",Cabrio,2.0,4.0,0,Schaltgetriebe,5.0,1.242 cm³,Super 95,Euro 6,1,0,85757 Karlsfeld,10899.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",0.0,4.0,0
Fiat,500L,/angebote/fiat-500l-easy-klima-tempo-sitzheizung-pdc-euro-6-benzin-weiss-7630049e-fe64-4422-9c72-6c96fa0782a8?,Deutschland,2020-10-19 21:09:38.522226,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Weiß,0,COLORE ESTERNO (BIANCO GELATO),0,Limousine,5.0,5.0,0,Schaltgetriebe,6.0,1.368 cm³,Benzin,Euro 6,True,False,56412 Girod bei Montabaur,6900.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2012.0,0.0,0
Fiat,500X,/angebote/fiat-500x-1-6-multijet-120-scr-cross-diesel-grau-748e9fc5-015a-424d-bc50-8ed876463a83?,Deutschland,2020-10-21 12:52:47.561777,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Grau,Metallic,0,"Stoff, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0,Schaltgetriebe,6.0,1.598 cm³,Benzin,Euro 6,1,0,45711 Datteln,17950.0,"['', 'ABS', 'Allwetterreifen', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Gepäckraumabtrennung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Pannenkit', 'Radio', 'Regensensor', 'Reichweitenverlängerer', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Spoiler', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2015.0,4.0,1.395 kg
Fiat,600,/angebote/fiat-600-benzin-blau-f3c34ac8-69f5-4548-a4c7-9fc5ca9e41b7?,Deutschland,2020-10-21 14:55:49.135366,Gebraucht,0,gb16,Blau,0,0,"Stoff, Rot",Kleinwagen,0.0,0.0,0,Schaltgetriebe,0.0,0,Benzin,0,1,0,73431 Aalen,7400.0,[],1956.0,0.0,0
Fiat,Bravo,/angebote/fiat-bravo-1-4-16v-racing-benzin-rot-9350f838-e674-4eea-b53d-087704c1fbf5?,Deutschland,2020-10-21 15:13:14.983907,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Rot,Metallic,ROT,"Velours, Sonstige",Limousine,4.0,5.0,0,Schaltgetriebe,0.0,1.368 cm³,Benzin,0,1,0,56567 Neuwied,3990.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Kurvenlicht', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportsitze', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",2009.0,0.0,0
Fiat,Doblo,/angebote/fiat-doblo-malibu-ahk-bordkomp-einparkhilfe-hi-tuev-06-2022-benzin-blau-3c1004e0-aeb1-414e-8f43-e52087e66349?,Deutschland,2020-10-20 16:20:37.384971,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Blau,Metallic,DUNKELBLAU,"Stoff, Blau",Kombi,5.0,5.0,4136/AAI,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 4,1,0,25842 Mönkebüll,4980.0,"['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'Dachreling', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Gepäckraumabtrennung', 'Getönte Scheiben', 'Klimaanlage', 'Komfort', 'Lordosenstütze', 'MP3', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Reserverad', 'Schiebetür links', 'Schiebetür rechts', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2009.0,4.0,1.305 kg
Fiat,Ducato,/angebote/fiat-ducato-35-2-8-128-maxi-koffer-zusatzfeder-1-hand-diesel-weiss-0d2306ae-73e6-46a7-ba77-7daa0bc02e5f?,Deutschland,2020-10-20 16:18:51.097087,Gebraucht,0,0,Weiß,0,0,0,Transporter,5.0,3.0,0,Schaltgetriebe,6.0,2.287 cm³,Diesel (Rußpartikelfilter),Euro 6d-TEMP,1,0,24576 Bad Bramstedt,18792.0,"['', 'ABS', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'E10-geeignet', 'ESP', 'Einparkhilfe Kamera', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Katalysator', 'Klimaanlage', 'Komfort', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Radio', 'Reserverad', 'Schiebetür rechts', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Sprachsteuerung', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2020.0,0.0,2.050 kg
Fiat,Fiorino,/angebote/fiat-fiorino-1-3-automatik-5-sitze-klima-pdc-diesel-schwarz-9bced32a-c54d-472d-915c-9d2a3d07c4cd?,Deutschland,2020-10-20 15:38:15.866404,Gebraucht,0,KLOAK-018-49010,Weiß,Metallic,SCHWARZ ROCKABILLY/PERGUS,Stoff,Van/Kleinbus,0.0,0.0,4136/AKM,Schaltgetriebe,5.0,1.248 cm³,Diesel,Euro 4,1,0,4614 Marchtrenk,1999.0,"['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Katalysator', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Schiebetür', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sprachsteuerung', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",2010.0,4.0,1.070 kg
Fiat,Freemont,/angebote/fiat-freemont-lounge-multijet-16v-ahk-leder-navi-pdc-diesel-45abbfc1-7b3e-4f27-be50-5b5cf835e063?,Deutschland,2020-10-23 08:20:17.234223,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,BS092339,Nicht angegeben,Metallic,COLORE ESTERNO (MARRONE ESCURS,"Vollleder, Schwarz",Van/Kleinbus,5.0,7.0,0,Schaltgetriebe,6.0,1.956 cm³,Diesel,Euro 5,True,False,38126 Braunschweig,9990.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2012.0,0.0,1.949 kg
Fiat,Grande Punto,/angebote/fiat-grande-punto-1-4-dynamic-benzin-blau-dccb1bb2-2020-e605-e053-0100007f50bc?,Oesterreich,2020-10-20 16:20:15.068528,Gebraucht,0,0,Blau,Metallic,0,0,Limousine,5.0,5.0,0,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 4,False,True,4061 Pasching,2200.0,"['', 'ABS', 'Beifahrerairbag', 'Bordcomputer', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Seitenairbag', 'Sicherheit', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank']",2006.0,4.0,1.025 kg
Fiat,New Panda,/angebote/fiat-new-panda-1-2-lounge-radio-klima-nsw-5-sitzer-benzin-schwarz-79fb7882-7652-4c4d-afa7-ee75ec9cecb3?,Deutschland,2020-10-21 12:10:56.373999,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,Panda MODA GRAU-N1,Weiß,0,601 SCHWARZ,"Stoff, Schwarz",Kleinwagen,4.0,4.0,0,Schaltgetriebe,5.0,1.242 cm³,Benzin,Euro 6d-TEMP,1,0,88161 Lindenberg,9999.0,"['', 'ABS', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2019.0,0.0,0
Fiat,Panda,/angebote/fiat-panda-tuev-08-2021-benzin-schwarz-7029123c-0f2f-4096-b6d5-85fef80205e8?,Deutschland,2020-10-23 09:49:48.333221,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,0,0,"Stoff, Schwarz",Kleinwagen,5.0,4.0,0,Schaltgetriebe,5.0,1.242 cm³,Benzin,Euro 6d-TEMP,1,0,88161 Lindenberg,9999.0,"['', 'ABS', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",0.0,4.0,0
Fiat,Punto,/angebote/fiat-punto-5-tuerig-1-2-8v-more-benzin-blau-f921bdc2-c20c-46d0-b388-968de4553e30?,Deutschland,2020-10-20 15:38:13.238418,Gebraucht,0,0,Blau,0,0,0,Limousine,5.0,5.0,0,Schaltgetriebe,5.0,1.242 cm³,Benzin,0,1,0,4614 Marchtrenk,799.0,"['', 'Klimaanlage', 'Komfort']",2009.0,4.0,875 kg
Fiat,Punto Evo,/angebote/fiat-punto-evo-mylife-blue-me-klima-tuev-05-2022-benzin-weiss-77941f51-dd3e-4742-a161-aaa39896adcb?,Deutschland,2020-10-19 20:44:56.878531,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,0,COLORE ESTERNO (BIANCO DIVINO),"Stoff, Schwarz",Limousine,3.0,5.0,4136/AMR,Schaltgetriebe,5.0,1.242 cm³,Benzin,Euro 5,False,False,47169 Duisburg,3400.0,"['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Komfort', 'Kopfairbag', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2010.0,4.0,1.100 kg
Fiat,Qubo,/angebote/fiat-qubo-my-qubo-klima-pdc-hi-alu-wr-1-hd-sh-euro6-diesel-grau-41b834c4-a841-41e9-adbe-60e2099c9c2d?,Deutschland,2020-10-21 10:53:48.090505,Gebraucht,0,20090201.0,Weiß,Metallic,COLORE ESTERNO,"Stoff, Schwarz",Kombi,5.0,5.0,0,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 6,1,0,67547 Worms,10180.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Schiebetür', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2018.0,0.0,0
Fiat,Scudo,/angebote/fiat-scudo-2-0-8v-jtd-sx-kombi-standheizung-diesel-blau-16dabac5-1751-427d-b28c-1177f80cc8fa?,Deutschland,2020-10-23 07:29:28.557082,Gebraucht,0,0,Silber,0,BLUELINE,"Stoff, Sonstige",Van/Kleinbus,4.0,5.0,0,Schaltgetriebe,0.0,1.997 cm³,Diesel,0,1,1,90431 Nürnberg,2990.0,"['', 'ABS', 'CD', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Komfort', 'Servolenkung', 'Sicherheit', 'Standheizung', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2004.0,4.0,1.595 kg
Fiat,Sedici,/angebote/fiat-sedici-2-0-multijet-16v-emotion-4x4-allrad-diesel-schwarz-4761aa88-8483-4346-b66b-9e72db4f8ff1?,Deutschland,2020-10-19 20:13:43.130147,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Stoff, Sonstige",SUV/Geländewagen/Pickup,5.0,5.0,8306/ABH,Schaltgetriebe,6.0,1.956 cm³,Diesel,Euro 5,True,False,63571 Gelnhausen,5999.0,"['', 'ABS', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Regensensor', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterpaket', 'Winterreifen', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2011.0,4.0,1.350 kg
